;course;daytime/evening attendance;previous qualification (grade);displaced;tuition fees up to date;scholarship holder;curricular units 1st sem (evaluations);curricular units 1st sem (grade);unemployment rate;inflation rate;gdp;target
2347;Ciencias Exactas;Yes;Low Failure;Yes;Yes;No;Very Low;Basic;High;Low;Medium;Graduate
2348;Diseno;Yes;Basic;No;Yes;Yes;Very Low;Failure;High;Low;Medium;Dropout
2349;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Very Low;Basic;High;Low;Medium;Graduate
2350;Ciencias de la Salud;Yes;Basic;No;Yes;No;Low;Basic;High;High;Low;Graduate
2351;Ciencias Agrarias;Yes;Basic;Yes;Yes;No;High;Basic;Superior;Low;Low;Graduate
2352;Ciencias Agrarias;Yes;Satisfactory;No;Yes;No;Very Low;Basic;Low;Medium;Medium;Graduate
2353;Diseno;Yes;Basic;Yes;Yes;Yes;Low;Satisfactory;High;High;Low;Graduate
2354;Ciencias de la Salud;Yes;Basic;No;Yes;No;Very Low;Failure;Low;Medium;Medium;Dropout
2355;Diseno;Yes;Basic;Yes;Yes;No;Low;Basic;Medium;Low;High;Graduate
2356;Diseno;Yes;Basic;No;Yes;No;Very Low;Failure;Low;Medium;Medium;Graduate
2357;Ciencias Agrarias;Yes;Basic;Yes;Yes;No;Low;Low Failure;Superior;Low;Low;Dropout
2358;Ciencias Agrarias;Yes;Basic;No;Yes;No;Low;Satisfactory;Superior;Low;Low;Graduate
2359;Ciencias Sociales;Yes;Low Failure;Yes;Yes;No;Low;Low Failure;Low;Low;Very Low;Dropout
2360;Ciencias Exactas;Yes;Basic;No;Yes;No;Low;Failure;Low;Medium;High;Enrolled
2361;Ciencias Sociales;Yes;Basic;No;Yes;No;Low;Failure;Low;Low;Very Low;Dropout
2362;Ciencias Exactas;Yes;Basic;Yes;Yes;No;Low;Low Failure;High;Low;Medium;Graduate
2363;Ciencias Exactas;Yes;Basic;Yes;Yes;No;Low;Failure;Medium;Medium;Medium;Enrolled
2364;Ciencias Agrarias;Yes;Basic;No;Yes;Yes;Low;Low Failure;Superior;Medium;Very Low;Enrolled
2365;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Very Low;Basic;Low;Medium;High;Graduate
2366;Diseno;Yes;Basic;Yes;Yes;No;Medium Low;Basic;Medium;Low;High;Enrolled
2367;Ciencias Agrarias;Yes;Basic;Yes;Yes;No;Very Low;Basic;High;Low;Medium;Graduate
2368;Ciencias Sociales;Yes;Basic;Yes;No;No;Low;Superior;Medium;Low;High;Enrolled
2369;Ciencias Agrarias;Yes;Basic;Yes;Yes;No;Low;Superior;Medium;Medium;Medium;Dropout
2370;Ciencias Agrarias;Yes;Basic;No;Yes;No;Low;Low Failure;Superior;Low;Low;Enrolled
2371;Diseno;Yes;Basic;Yes;Yes;Yes;Very Low;Failure;Low;Low;Very Low;Graduate
2372;Diseno;Yes;Basic;Yes;Yes;No;Very Low;Failure;Medium;Medium;Medium;Enrolled
2373;Diseno;Yes;Basic;Yes;Yes;No;Low;Basic;Medium;Low;High;Enrolled
2374;Ciencias Agrarias;Yes;Basic;Yes;Yes;No;Low;Basic;Low;Low;Very Low;Enrolled
2375;Diseno;Yes;Low Failure;No;No;No;Low;Basic;High;High;Low;Dropout
2376;Ciencias Exactas;Yes;Basic;No;Yes;Yes;Very Low;Satisfactory;High;High;Low;Graduate
2377;Ciencias Exactas;Yes;Basic;No;No;No;Low;Failure;Low;Low;Very Low;Dropout
2378;Ciencias Exactas;No;Basic;No;No;No;Low;Low Failure;Low;Medium;Medium;Dropout
2379;Ciencias Agrarias;Yes;Basic;Yes;Yes;Yes;Very Low;Basic;High;Low;Medium;Graduate
2380;Ciencias Sociales;Yes;Basic;No;Yes;Yes;Low;Basic;Superior;Low;Low;Graduate
2381;Diseno;Yes;Basic;Yes;Yes;Yes;Very Low;Satisfactory;High;Low;Medium;Graduate
2382;Ciencias Exactas;Yes;Basic;No;Yes;No;Very Low;Basic;Medium;Low;High;Dropout
2383;Ciencias Agrarias;Yes;Basic;No;Yes;No;Medium Low;Low Failure;Low;Medium;High;Enrolled
2384;Ciencias Exactas;Yes;Basic;No;Yes;No;Low;Low Failure;High;Low;Medium;Enrolled
2385;Diseno;Yes;Basic;Yes;Yes;No;Very Low;Satisfactory;High;Low;Medium;Graduate
2386;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Low;Basic;Low;Low;Very Low;Enrolled
2387;Diseno;Yes;Basic;Yes;No;No;Very Low;Failure;High;High;Low;Graduate
2388;Ciencias Exactas;Yes;Basic;Yes;Yes;Yes;Low;Low Failure;Medium;Low;High;Dropout
2389;Ciencias Sociales;Yes;Low Failure;No;Yes;No;Very Low;Failure;High;Low;Medium;Dropout
2390;Ciencias Agrarias;Yes;Basic;No;No;No;Medium High;Low Failure;Superior;Medium;Very Low;Dropout
2391;Ciencias Agrarias;Yes;Basic;No;Yes;No;Medium High;Basic;Superior;Medium;Very Low;Dropout
2392;Ciencias Exactas;Yes;Basic;No;Yes;No;Low;Basic;Low;Medium;High;Enrolled
2393;Ciencias Sociales;Yes;Basic;No;Yes;No;Very Low;Failure;Medium;Medium;Medium;Dropout
2394;Ciencias Exactas;Yes;Basic;Yes;Yes;Yes;Low;Basic;High;Low;Medium;Graduate
2395;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Medium Low;Low Failure;Superior;Medium;Very Low;Enrolled
2396;Ciencias Agrarias;Yes;Basic;No;Yes;No;Low;Failure;Superior;Low;Low;Dropout
2397;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Low;Low Failure;Low;Medium;High;Enrolled
2398;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Very Low;Satisfactory;High;Low;Medium;Graduate
2399;Ciencias de la Salud;Yes;Basic;No;Yes;No;Low;Basic;Superior;Low;Low;Graduate
2400;Ciencias Sociales;No;Low Failure;No;Yes;No;Low;Low Failure;Medium;Medium;Medium;Dropout
2401;Ciencias Exactas;No;Basic;No;Yes;No;Very Low;Low Failure;Low;Medium;Medium;Graduate
2402;Ciencias Exactas;Yes;Basic;Yes;No;No;Low;Low Failure;Low;Low;Very Low;Dropout
2403;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Satisfactory;Medium;Medium;Medium;Graduate
2404;Ciencias de la Salud;Yes;Basic;No;No;No;Low;Basic;High;Low;Medium;Dropout
2405;Ciencias Sociales;No;Basic;No;No;No;Very Low;Basic;Low;Low;Very Low;Graduate
2406;Diseno;Yes;Low Failure;Yes;Yes;No;Very Low;Failure;Low;Medium;Medium;Graduate
2407;Ciencias de la Salud;Yes;Low Failure;No;No;No;Very Low;Failure;Superior;Medium;Very Low;Dropout
2408;Ciencias Exactas;No;Low Failure;No;Yes;No;Very Low;Failure;Low;Medium;High;Dropout
2409;Ciencias Exactas;No;Low Failure;Yes;Yes;No;Low;Low Failure;Low;Medium;Medium;Dropout
2410;Ciencias Exactas;Yes;Basic;No;Yes;No;Very Low;Failure;Medium;Medium;Medium;Dropout
2411;Ciencias Sociales;No;Basic;No;No;No;Low;Low Failure;Medium;Medium;Medium;Dropout
2412;Ciencias Exactas;No;Basic;No;Yes;No;Low;Low Failure;Low;Low;Very Low;Enrolled
2413;Ciencias Sociales;No;Low Failure;Yes;Yes;No;Low;Low Failure;Low;Medium;Medium;Graduate
2414;Ciencias Exactas;Yes;Basic;Yes;Yes;No;Medium Low;Low Failure;Low;Medium;Medium;Graduate
2415;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Low;Failure;Low;Low;Very Low;Dropout
2416;Diseno;Yes;Basic;Yes;Yes;Yes;Low;Low Failure;High;High;Low;Dropout
2417;Ciencias Exactas;No;Basic;Yes;Yes;No;Medium Low;Low Failure;Low;Low;Very Low;Graduate
2418;Diseno;Yes;Basic;Yes;No;Yes;Low;Basic;Low;Medium;High;Graduate
2419;Ciencias Agrarias;Yes;Basic;No;Yes;No;Very Low;Basic;Low;Medium;High;Enrolled
2420;Ciencias de la Salud;Yes;Basic;No;Yes;No;Very Low;Failure;Superior;Low;Low;Dropout
2421;Ciencias Exactas;No;Basic;Yes;Yes;No;Very Low;Failure;Low;Medium;Medium;Dropout
2422;Ciencias Agrarias;Yes;Basic;Yes;Yes;No;Low;Satisfactory;High;Low;Medium;Graduate
2423;Ciencias Agrarias;Yes;Basic;No;Yes;No;Very Low;Failure;Superior;Low;Low;Dropout
2424;Ciencias Exactas;Yes;Basic;No;Yes;No;Very Low;Failure;Low;Medium;Medium;Dropout
2425;Ciencias Exactas;Yes;Basic;No;No;No;Very Low;Failure;High;High;Low;Dropout
2426;Ciencias Exactas;No;Basic;No;No;No;Low;Failure;Superior;Medium;Very Low;Dropout
2427;Diseno;Yes;Low Failure;No;Yes;Yes;Very Low;Low Failure;Low;Low;Very Low;Graduate
2428;Ciencias Agrarias;Yes;Basic;No;Yes;No;Low;Low Failure;Superior;Medium;Very Low;Dropout
2429;Ciencias Exactas;Yes;Basic;Yes;Yes;No;Low;Low Failure;Low;Low;Very Low;Dropout
2430;Ciencias Sociales;Yes;Basic;No;Yes;Yes;Low;Low Failure;Medium;Medium;Medium;Graduate
2431;Ciencias Exactas;No;Satisfactory;No;Yes;Yes;Very Low;Satisfactory;Low;Medium;High;Graduate
2432;Ciencias Sociales;Yes;Basic;Yes;Yes;Yes;Very Low;Basic;Medium;Medium;Medium;Dropout
2433;Ciencias Exactas;Yes;Basic;Yes;Yes;No;Very Low;Low Failure;Low;Medium;Medium;Enrolled
2434;Ciencias de la Salud;Yes;Satisfactory;No;Yes;No;Low;Failure;Low;Low;Very Low;Enrolled
2435;Ciencias Exactas;Yes;Basic;Yes;Yes;No;Low;Basic;Low;Low;Very Low;Graduate
2436;Ciencias Agrarias;Yes;Basic;No;Yes;No;Medium High;Basic;Superior;Medium;Very Low;Graduate
2437;Ciencias Exactas;Yes;Low Failure;Yes;Yes;Yes;Low;Basic;Medium;Low;High;Dropout
2438;Ciencias Agrarias;Yes;Basic;Yes;No;No;High;Basic;Superior;Medium;Very Low;Dropout
2439;Diseno;Yes;Satisfactory;No;Yes;No;Very Low;Basic;Low;Low;Very Low;Dropout
2440;Ciencias Exactas;Yes;Basic;Yes;No;No;Very Low;Failure;Low;Medium;High;Dropout
2441;Ciencias Sociales;No;Low Failure;No;Yes;No;Low;Low Failure;Low;Medium;Medium;Enrolled
2442;Diseno;Yes;Basic;No;Yes;No;Very Low;Failure;Low;Low;Very Low;Dropout
2443;Ciencias Agrarias;Yes;Low Failure;No;Yes;No;Low;Superior;Superior;Low;Low;Graduate
2444;Ciencias Sociales;Yes;Basic;No;Yes;No;Low;Failure;Low;Medium;Medium;Dropout
2445;Ciencias de la Salud;Yes;Basic;No;Yes;No;Low;Low Failure;Superior;Low;Low;Enrolled
2446;Ciencias Exactas;No;Basic;Yes;Yes;No;Low;Basic;Low;Medium;High;Dropout
2447;Ciencias Sociales;Yes;Basic;No;Yes;No;Low;Satisfactory;Superior;Low;Low;Graduate
2448;Ciencias Exactas;Yes;Basic;No;No;No;Low;Failure;High;Low;Medium;Dropout
2449;Ciencias Exactas;No;Basic;No;Yes;No;Low;Satisfactory;High;High;Low;Dropout
2450;Diseno;Yes;Basic;No;No;No;Very Low;Failure;Low;Low;Very Low;Enrolled
2451;Ciencias Agrarias;Yes;Low Failure;No;No;No;Low;Low Failure;Superior;Medium;Very Low;Dropout
2452;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Basic;High;High;Low;Graduate
2453;Diseno;Yes;Basic;No;Yes;No;Low;Satisfactory;Low;Medium;High;Enrolled
2454;Ciencias Exactas;Yes;Basic;No;Yes;Yes;Very Low;Failure;Low;Low;Very Low;Dropout
2455;Ciencias Agrarias;Yes;Satisfactory;Yes;Yes;No;Low;Satisfactory;Superior;Low;Low;Graduate
2456;Diseno;Yes;Low Failure;No;Yes;No;Very Low;Satisfactory;Medium;Low;High;Graduate
2457;Ciencias Exactas;Yes;Satisfactory;No;Yes;No;Low;Failure;Low;Medium;Medium;Enrolled
2458;Ciencias Exactas;Yes;Basic;No;Yes;No;Very Low;Failure;High;Low;Medium;Dropout
2459;Ciencias Exactas;Yes;Basic;No;Yes;No;Very Low;Low Failure;High;Low;Medium;Graduate
2460;Ciencias Sociales;Yes;Basic;No;Yes;No;Low;Low Failure;Superior;Medium;Very Low;Dropout
2461;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Very Low;Failure;High;Low;Medium;Dropout
2462;Diseno;Yes;Satisfactory;Yes;Yes;No;Very Low;Failure;Low;Low;Very Low;Dropout
2463;Ciencias Sociales;Yes;Basic;Yes;Yes;Yes;Very Low;Failure;Low;Medium;High;Dropout
2464;Ciencias Exactas;No;Basic;No;No;No;Very Low;Low Failure;Medium;Medium;Medium;Dropout
2465;Ciencias Agrarias;Yes;Basic;Yes;Yes;No;Low;Low Failure;High;Low;Medium;Dropout
2466;Ciencias Exactas;Yes;Basic;Yes;Yes;No;Very Low;Failure;Medium;Medium;Medium;Enrolled
2467;Ciencias Agrarias;Yes;Basic;No;Yes;Yes;Low;Basic;Superior;Medium;Very Low;Enrolled
2468;Diseno;Yes;Basic;Yes;Yes;No;Very Low;Basic;High;Low;Medium;Dropout
2469;Ciencias Exactas;Yes;Basic;Yes;Yes;No;Very Low;Failure;Medium;Medium;Medium;Dropout
2470;Ciencias Agrarias;Yes;Basic;Yes;Yes;No;Low;Low Failure;High;Low;Medium;Enrolled
2471;Ciencias de la Salud;Yes;Low Failure;No;No;No;Very Low;Failure;High;High;Low;Dropout
2472;Diseno;Yes;Basic;Yes;Yes;No;Very Low;Low Failure;Medium;Medium;Medium;Dropout
2473;Ciencias Agrarias;Yes;Basic;No;No;No;Very Low;Failure;High;Low;Medium;Dropout
2474;Ciencias Sociales;Yes;Basic;No;Yes;No;Very Low;Satisfactory;Superior;Medium;Very Low;Graduate
2475;Ciencias Sociales;No;Basic;No;No;No;Very Low;Failure;Superior;Low;Low;Dropout
2476;Ciencias de la Salud;Yes;Basic;Yes;Yes;Yes;Medium High;Basic;Low;Medium;Medium;Graduate
2477;Ciencias Sociales;Yes;Satisfactory;Yes;Yes;No;Low;Basic;Low;Medium;Medium;Enrolled
2478;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Very Low;Basic;High;Low;Medium;Graduate
2479;Ciencias Exactas;Yes;Basic;Yes;Yes;No;Very Low;Low Failure;Low;Low;Very Low;Dropout
2480;Diseno;Yes;Basic;Yes;Yes;No;Very Low;Failure;Low;Medium;Medium;Enrolled
2481;Diseno;Yes;Basic;No;Yes;Yes;Very Low;Basic;High;Low;Medium;Graduate
2482;Ciencias Exactas;No;Basic;No;Yes;No;Very Low;Basic;Medium;Medium;Medium;Graduate
2483;Ciencias Agrarias;Yes;Basic;No;Yes;No;Medium Low;Basic;Low;Medium;High;Graduate
2484;Ciencias Exactas;Yes;Low Failure;No;Yes;No;Very Low;Satisfactory;Superior;Medium;Very Low;Graduate
2485;Ciencias Agrarias;Yes;Basic;No;No;No;Low;Low Failure;Superior;Medium;Very Low;Dropout
2486;Diseno;Yes;Low Failure;No;Yes;No;Very Low;Failure;High;High;Low;Dropout
2487;Ciencias Exactas;Yes;Basic;Yes;Yes;No;Very Low;Failure;High;Low;Medium;Dropout
2488;Ciencias Exactas;Yes;Basic;Yes;Yes;No;Very Low;Basic;Low;Low;Very Low;Enrolled
2489;Ciencias Sociales;Yes;Basic;Yes;Yes;Yes;Very Low;Satisfactory;Low;Medium;High;Graduate
2490;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Low;Basic;Low;Low;Very Low;Enrolled
2491;Ciencias Exactas;Yes;Basic;No;Yes;No;Low;Low Failure;Low;Medium;High;Enrolled
2492;Ciencias Sociales;No;Basic;No;No;No;Low;Low Failure;High;Low;Medium;Dropout
2493;Ciencias Agrarias;Yes;Basic;No;Yes;No;Low;Satisfactory;High;Low;Medium;Graduate
2494;Ciencias Sociales;Yes;Basic;No;Yes;Yes;Very Low;Basic;Superior;Low;Low;Graduate
2495;Ciencias Sociales;Yes;Low Failure;Yes;Yes;No;Very Low;Basic;Low;Medium;Medium;Graduate
2496;Diseno;Yes;Basic;Yes;Yes;Yes;Very Low;Failure;Medium;Medium;Medium;Graduate
2497;Ciencias Sociales;No;Low Failure;Yes;Yes;No;Very Low;Basic;Low;Low;Very Low;Graduate
2498;Diseno;Yes;Basic;No;Yes;Yes;Very Low;Failure;Superior;Medium;Very Low;Dropout
2499;Ciencias Sociales;Yes;Basic;No;Yes;No;Low;Failure;Superior;Low;Low;Dropout
2500;Ciencias de la Salud;Yes;Basic;No;Yes;No;Very Low;Basic;High;Low;Medium;Graduate
2501;Ciencias Sociales;No;Basic;No;Yes;No;Low;Basic;Medium;Low;High;Graduate
2502;Ciencias Exactas;Yes;Basic;No;Yes;No;Medium High;Basic;Low;Medium;High;Graduate
2503;Ciencias de la Salud;Yes;Basic;No;Yes;Yes;Very Low;Basic;High;Low;Medium;Graduate
2504;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Very Low;Failure;Medium;Medium;Medium;Dropout
2505;Ciencias de la Salud;Yes;Basic;Yes;Yes;Yes;Low;Basic;High;High;Low;Graduate
2506;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Low Failure;High;High;Low;Graduate
2507;Ciencias Sociales;No;Basic;No;Yes;Yes;Low;Low Failure;High;Low;Medium;Graduate
2508;Diseno;Yes;Low Failure;No;Yes;Yes;Very Low;Failure;Low;Low;Very Low;Graduate
2509;Diseno;Yes;Low Failure;No;Yes;No;Low;Basic;Superior;Medium;Very Low;Graduate
2510;Ciencias Sociales;Yes;Basic;Yes;No;No;Low;Low Failure;Medium;Medium;Medium;Dropout
2511;Ciencias de la Salud;Yes;Superior;Yes;Yes;No;Low;Low Failure;High;Low;Medium;Enrolled
2512;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Basic;Medium;Low;High;Graduate
2513;Ciencias de la Salud;Yes;Satisfactory;No;Yes;No;Low;Basic;High;Low;Medium;Graduate
2514;Diseno;Yes;Basic;Yes;Yes;No;Very Low;Basic;Low;Medium;High;Dropout
2515;Ciencias Exactas;Yes;Basic;Yes;Yes;No;Low;Satisfactory;Low;Medium;High;Enrolled
2516;Diseno;Yes;Basic;No;Yes;Yes;Very Low;Basic;Low;Low;Very Low;Graduate
2517;Ciencias de la Salud;Yes;Basic;Yes;Yes;Yes;Low;Basic;High;High;Low;Graduate
2518;Ciencias Sociales;Yes;Basic;No;Yes;Yes;Low;Basic;High;Low;Medium;Graduate
2519;Ciencias Sociales;Yes;Basic;Yes;Yes;Yes;Very Low;Basic;Low;Medium;High;Graduate
2520;Ciencias Sociales;Yes;Basic;Yes;Yes;Yes;Very Low;Basic;High;Low;Medium;Graduate
2521;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Low;Basic;Low;Medium;High;Graduate
2522;Ciencias de la Salud;Yes;Basic;Yes;Yes;Yes;Low;Basic;Medium;Low;High;Graduate
2523;Ciencias Sociales;Yes;Low Failure;No;Yes;No;Very Low;Failure;Superior;Medium;Very Low;Dropout
2524;Ciencias Sociales;Yes;Basic;Yes;Yes;Yes;Low;Low Failure;Superior;Medium;Very Low;Dropout
2525;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Basic;Superior;Medium;Very Low;Graduate
2526;Diseno;Yes;Basic;Yes;Yes;Yes;Very Low;Satisfactory;High;Low;Medium;Dropout
2527;Ciencias de la Salud;Yes;Basic;Yes;Yes;Yes;Very Low;Satisfactory;Medium;Low;High;Graduate
2528;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Very Low;Satisfactory;High;Low;Medium;Graduate
2529;Ciencias Exactas;Yes;Basic;No;Yes;Yes;Very Low;Low Failure;Medium;Medium;Medium;Graduate
2530;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Very Low;Low Failure;Superior;Low;Low;Graduate
2531;Ciencias Agrarias;Yes;Satisfactory;No;Yes;Yes;Low;Basic;Superior;Low;Low;Graduate
2532;Ciencias Sociales;Yes;Basic;Yes;Yes;Yes;Low;Basic;Low;Low;Very Low;Graduate
2533;Ciencias Agrarias;Yes;Basic;Yes;Yes;Yes;Very Low;Basic;Low;Medium;High;Enrolled
2534;Ciencias Sociales;Yes;Low Failure;Yes;Yes;Yes;Very Low;Low Failure;High;Low;Medium;Graduate
2535;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Low;Low Failure;High;High;Low;Enrolled
2536;Ciencias Agrarias;Yes;Low Failure;No;Yes;No;Low;Satisfactory;Low;Low;Very Low;Enrolled
2537;Diseno;Yes;Basic;No;Yes;No;Very Low;Satisfactory;High;Low;Medium;Graduate
2538;Diseno;Yes;Basic;No;Yes;No;Very Low;Basic;Low;Medium;High;Graduate
2539;Ciencias Agrarias;Yes;Basic;Yes;Yes;Yes;Very Low;Low Failure;Medium;Medium;Medium;Graduate
2540;Ciencias Exactas;Yes;Basic;No;Yes;No;Low;Basic;High;Low;Medium;Dropout
2541;Ciencias Sociales;Yes;Basic;No;Yes;Yes;Low;Basic;High;Low;Medium;Dropout
2542;Ciencias de la Salud;Yes;Basic;No;Yes;Yes;Very Low;Basic;Superior;Medium;Very Low;Graduate
2543;Diseno;Yes;Low Failure;No;Yes;No;Very Low;Failure;Low;Medium;High;Dropout
2544;Ciencias Agrarias;Yes;Basic;No;Yes;No;Medium Low;Low Failure;Superior;Medium;Very Low;Enrolled
2545;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Very Low;Satisfactory;High;Low;Medium;Graduate
2546;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Very Low;Basic;Medium;Medium;Medium;Graduate
2547;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Basic;Low;Low;Very Low;Graduate
2548;Ciencias Sociales;Yes;Basic;Yes;Yes;Yes;Very Low;Basic;Low;Low;Very Low;Graduate
2549;Ciencias Sociales;Yes;Low Failure;Yes;Yes;Yes;Low;Failure;High;Low;Medium;Dropout
2550;Ciencias Sociales;No;Basic;Yes;Yes;No;Medium Low;Basic;High;Low;Medium;Graduate
2551;Diseno;Yes;Basic;Yes;Yes;Yes;Very Low;Basic;High;High;Low;Enrolled
2552;Ciencias Sociales;No;Basic;No;Yes;No;Very Low;Basic;High;High;Low;Graduate
2553;Ciencias Exactas;No;Satisfactory;Yes;Yes;No;Low;Low Failure;Low;Medium;Medium;Dropout
2554;Ciencias Exactas;Yes;Basic;Yes;Yes;No;Low;Low Failure;Low;Medium;High;Enrolled
2555;Ciencias Exactas;Yes;Satisfactory;Yes;Yes;No;Low;Low Failure;Low;Medium;Medium;Enrolled
2556;Ciencias Exactas;Yes;Basic;No;Yes;No;Low;Low Failure;Medium;Low;High;Graduate
2557;Diseno;Yes;Satisfactory;Yes;Yes;No;Very Low;Failure;High;Low;Medium;Enrolled
2558;Ciencias Exactas;Yes;Basic;No;Yes;No;Low;Low Failure;High;Low;Medium;Enrolled
2559;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Very Low;Basic;Medium;Low;High;Dropout
2560;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Very Low;Basic;Low;Medium;Medium;Graduate
2561;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Basic;Low;Low;Very Low;Graduate
2562;Ciencias de la Salud;Yes;Basic;No;Yes;No;Low;Low Failure;Superior;Low;Low;Dropout
2563;Ciencias Sociales;Yes;Basic;No;Yes;No;Low;Low Failure;Low;Low;Very Low;Enrolled
2564;Ciencias Sociales;Yes;Satisfactory;Yes;Yes;Yes;Very Low;Basic;Medium;Medium;Medium;Graduate
2565;Ciencias Sociales;Yes;Basic;No;Yes;No;Very Low;Basic;Medium;Low;High;Graduate
2566;Ciencias de la Salud;Yes;Basic;No;Yes;Yes;Very Low;Basic;High;Low;Medium;Graduate
2567;Ciencias Sociales;No;Basic;No;Yes;No;Low;Low Failure;Superior;Medium;Very Low;Enrolled
2568;Ciencias Exactas;Yes;Basic;No;Yes;No;Very Low;Low Failure;Low;Medium;Medium;Enrolled
2569;Ciencias Sociales;Yes;Basic;Yes;Yes;Yes;Very Low;Basic;Superior;Low;Low;Graduate
2570;Ciencias de la Salud;Yes;Basic;No;Yes;No;Low;Satisfactory;Low;Low;Very Low;Graduate
2571;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Satisfactory;Medium;Low;High;Graduate
2572;Ciencias Sociales;Yes;Basic;No;Yes;No;Low;Basic;High;High;Low;Graduate
2573;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Very Low;Satisfactory;Low;Medium;Medium;Graduate
2574;Ciencias Sociales;Yes;Basic;Yes;Yes;Yes;Very Low;Satisfactory;Medium;Low;High;Graduate
2575;Ciencias Sociales;No;Basic;No;Yes;No;Low;Satisfactory;High;High;Low;Graduate
2576;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Low Failure;Superior;Low;Low;Dropout
2577;Ciencias Sociales;Yes;Low Failure;Yes;Yes;No;Low;Low Failure;Medium;Medium;Medium;Dropout
2578;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Very Low;Basic;Low;Medium;Medium;Graduate
2579;Ciencias Sociales;Yes;Basic;No;Yes;No;Very Low;Basic;Medium;Medium;Medium;Graduate
2580;Ciencias Sociales;Yes;Basic;Yes;Yes;Yes;Very Low;Basic;Medium;Medium;Medium;Graduate
2581;Ciencias Agrarias;Yes;Basic;Yes;No;No;Low;Failure;Superior;Medium;Very Low;Dropout
2582;Ciencias Exactas;Yes;Satisfactory;No;Yes;No;Very Low;Satisfactory;Low;Medium;Medium;Graduate
2583;Ciencias Exactas;No;Basic;No;Yes;No;Low;Low Failure;High;High;Low;Enrolled
2584;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Very Low;Satisfactory;Low;Medium;Medium;Graduate
2585;Ciencias Sociales;No;Basic;Yes;Yes;No;Low;Basic;Low;Medium;Medium;Graduate
2586;Ciencias Exactas;Yes;Low Failure;Yes;Yes;No;Low;Low Failure;Low;Low;Very Low;Enrolled
2587;Ciencias Exactas;Yes;Basic;Yes;Yes;No;Low;Low Failure;High;High;Low;Enrolled
2588;Ciencias Sociales;Yes;Basic;No;Yes;No;Low;Basic;High;High;Low;Dropout
2589;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Very Low;Basic;Medium;Medium;Medium;Enrolled
2590;Ciencias Agrarias;Yes;Basic;No;Yes;No;Very Low;Failure;Medium;Low;High;Dropout
2591;Ciencias Sociales;Yes;Basic;Yes;No;No;Low;Low Failure;Medium;Low;High;Enrolled
2592;Ciencias Exactas;Yes;Basic;No;Yes;No;Low;Low Failure;Medium;Medium;Medium;Graduate
2593;Ciencias de la Salud;Yes;Basic;No;Yes;No;Low;Basic;High;Low;Medium;Dropout
2594;Ciencias Exactas;Yes;Low Failure;Yes;Yes;No;Very Low;Failure;Low;Low;Very Low;Enrolled
2595;Diseno;Yes;Basic;No;Yes;Yes;Very Low;Basic;Superior;Low;Low;Graduate
2596;Diseno;Yes;Basic;Yes;Yes;No;Low;Low Failure;High;High;Low;Dropout
2597;Diseno;Yes;Basic;No;Yes;Yes;Very Low;Failure;High;Low;Medium;Dropout
2598;Ciencias de la Salud;Yes;Basic;Yes;Yes;No;Low;Basic;Low;Low;Very Low;Enrolled
2599;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Low;Basic;Low;Medium;Medium;Enrolled
2600;Ciencias Sociales;Yes;Basic;Yes;Yes;Yes;Very Low;Basic;High;High;Low;Dropout
2601;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Low;Basic;Low;Medium;Medium;Enrolled
2602;Ciencias Sociales;Yes;Basic;Yes;Yes;No;Very Low;Basic;High;Low;Medium;Graduate
